ID_Consulta,Tipo_Consulta,Consulta,Respuesta_SAE,Departamento_SAE,Satisfaccion_Cliente,Tiempo_Respuesta_Minutos
2246,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,4,20
2247,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,5,20
2248,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,4,15
2249,Tecnológica,¿Cómo restablezco mi contraseña de correo institucional?,"Debes:
1. Ir a portal.utp.edu.pe.
2. Haz clic en '¿Olvidaste tu contraseña?'
3. Ingresa tu DNI y responde tu pregunta de seguridad.
4. Sigue el enlace enviado a tu correo alternativo.",Tecnológica,3,15
2250,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,25
2251,Bolsa Laboral,¿Cómo solicito una asesoría de empleabilidad?,"1. Entra a la plataforma.
2. Agenda una cita con un asesor.
3. Prepara tu CV y objetivos laborales.",Bolsa Laboral,4,25
2252,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,5,20
2253,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,20
2254,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,5,20
2255,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,3,15
2256,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,3,45
2257,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,5,60
2258,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,30
2259,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,4,45
2260,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,4,15
2261,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,3,15
2262,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,3,20
2263,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,5,60
2264,Bolsa Laboral,¿Cómo solicito una asesoría de empleabilidad?,"1. Entra a la plataforma.
2. Agenda una cita con un asesor.
3. Prepara tu CV y objetivos laborales.",Bolsa Laboral,4,25
2265,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,3,60
2266,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,15
2267,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,4,10
2268,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,5,10
2269,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,4,60
2270,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,5,45
2271,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,5,60
2272,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,20
2273,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,5,20
2274,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,5,10
2275,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,3,25
2276,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,5,25
2277,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,60
2278,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,5,30
2279,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,3,45
2280,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,3,20
2281,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,3,30
2282,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,4,10
2283,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,5,10
2284,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,3,45
2285,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,4,60
2286,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,3,15
2287,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,3,30
2288,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,4,45
2289,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,5,25
2290,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,3,60
2291,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,3,30
2292,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,4,15
2293,Bolsa Laboral,¿Cómo me registro en la Bolsa Laboral UTP?,"1. Accede a empleabilidad.utp.edu.pe
2. Inicia sesión con tu cuenta institucional.
3. Completa tu perfil.
4. Aplica a convocatorias activas.",Bolsa Laboral,3,20
2294,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,3,15
2295,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,5,60
2296,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,3,60
2297,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,5,15
2298,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,5,10
2299,Tecnológica,¿Cómo restablezco mi contraseña de correo institucional?,"Debes:
1. Ir a portal.utp.edu.pe.
2. Haz clic en '¿Olvidaste tu contraseña?'
3. Ingresa tu DNI y responde tu pregunta de seguridad.
4. Sigue el enlace enviado a tu correo alternativo.",Tecnológica,3,30
2300,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,5,45
2301,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,4,25
2302,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,4,60
2303,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,5,25
2304,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,4,20
2305,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,4,30
2306,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,5,25
2307,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,4,30
2308,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,5,25
2309,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,5,15
2310,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,5,20
2311,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,4,25
2312,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,5,10
2313,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,3,30
2314,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,4,30
2315,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,3,25
2316,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,4,10
2317,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,3,30
2318,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,5,60
2319,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,3,60
2320,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,5,20
2321,Trámite,¿Cómo tramito mi certificado de egresado?,"1. Finaliza todos tus cursos.
2. Ingresa al portal y solicita el certificado.
3. Paga el derecho respectivo.
4. Recibirás el documento digital.",Secretaría General,3,20
2322,Bolsa Laboral,¿Cómo me registro en la Bolsa Laboral UTP?,"1. Accede a empleabilidad.utp.edu.pe
2. Inicia sesión con tu cuenta institucional.
3. Completa tu perfil.
4. Aplica a convocatorias activas.",Bolsa Laboral,3,30
2323,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,3,20
2324,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,15
2325,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,5,25
2326,Bolsa Laboral,¿Cómo me registro en la Bolsa Laboral UTP?,"1. Accede a empleabilidad.utp.edu.pe
2. Inicia sesión con tu cuenta institucional.
3. Completa tu perfil.
4. Aplica a convocatorias activas.",Bolsa Laboral,3,10
2327,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,4,30
2328,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,3,20
2329,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,5,25
2330,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,4,30
2331,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,4,15
2332,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,60
2333,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,4,30
2334,Tecnológica,¿Cómo restablezco mi contraseña de correo institucional?,"Debes:
1. Ir a portal.utp.edu.pe.
2. Haz clic en '¿Olvidaste tu contraseña?'
3. Ingresa tu DNI y responde tu pregunta de seguridad.
4. Sigue el enlace enviado a tu correo alternativo.",Tecnológica,3,45
2335,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,3,25
2336,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,25
2337,Tecnológica,¿Cómo restablezco mi contraseña de correo institucional?,"Debes:
1. Ir a portal.utp.edu.pe.
2. Haz clic en '¿Olvidaste tu contraseña?'
3. Ingresa tu DNI y responde tu pregunta de seguridad.
4. Sigue el enlace enviado a tu correo alternativo.",Tecnológica,4,30
2338,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,5,60
2339,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,3,60
2340,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,5,30
2341,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,3,60
2342,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,3,60
2343,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,3,25
2344,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,25
2345,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,5,20
2346,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,3,25
2347,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,5,60
2348,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,4,25
2349,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,5,60
2350,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,3,25
2351,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,4,25
2352,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,5,45
2353,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,3,30
2354,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,4,60
2355,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,10
2356,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,20
2357,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,4,25
2358,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,3,25
2359,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,5,20
2360,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,3,15
2361,Bolsa Laboral,¿Cómo solicito una asesoría de empleabilidad?,"1. Entra a la plataforma.
2. Agenda una cita con un asesor.
3. Prepara tu CV y objetivos laborales.",Bolsa Laboral,5,15
2362,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,5,15
2363,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,3,60
2364,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,3,30
2365,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,4,30
2366,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,5,25
2367,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,15
2368,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,4,10
2369,Trámite,¿Cómo tramito mi certificado de egresado?,"1. Finaliza todos tus cursos.
2. Ingresa al portal y solicita el certificado.
3. Paga el derecho respectivo.
4. Recibirás el documento digital.",Secretaría General,3,15
2370,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,3,20
2371,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,3,25
2372,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,4,15
2373,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,5,30
